intervencionId|codigoSitio|NombreProyecto|ICD|DESCRIPCION|estadoSigo|Vendor|EstadoIM|subEstado|FechaEstadoIM|fechaRFISIM|fechaRFASIM|fechaRFTSIM|fechaOASIM|TT|status|schedstart|schedfinish|actstart|actfinish|check_icd
25500|A04-S188|ActivacionLTE850||/INTEGRACION LTE1900 A04-S188 SARGENTO CABRAL |OA|Nokia|OA|OA Completado|2021-07-14 13:13:08|2021-06-08 17:49:12|2021-06-08 17:50:16|2021-06-14 10:14:04|2021-07-14 13:13:08|4538355|CLOSE|2021-05-27 18:30:00|2021-05-28 19:00:00|2021-05-27 18:52:00|2021-07-14 09:06:00|False
25524|A04-S274|ActivacionLTE850||/Vuelco RDBS A04-S274 y A04-S720 |OA|Nokia|OA|Finalizado|2021-07-14 12:00:00|2021-06-07 17:01:03|2021-06-08 09:53:05|2021-06-11 17:25:20|2021-07-14 12:00:00|4904567|CLOSE|2021-06-22 14:00:00|2021-06-22 16:00:00|2021-06-22 14:10:00|2021-06-22 16:38:00|False
25598|A04-S609|ActivacionLTE850||/A04-S609	San Lorenzo 1	Bateria Litio Lote 3 |OA|Nokia|OA|Finalizado|2021-07-14 12:00:00|2021-06-08 15:40:27|2021-06-08 20:53:04|2021-06-11 12:45:15|2021-07-14 12:00:00|4907800|CLOSE|2021-06-23 08:00:00|2021-06-23 18:00:00|2021-06-23 08:08:00|2021-06-23 18:38:00|False
25658|A04-S160|ActivacionLTE850||/A04-S160	Rosario Toba	4T4R - Pendientes |OA|Nokia|OA|Finalizado|2021-07-14 12:00:00|2021-06-15 13:54:39|2021-06-15 19:13:48|2021-06-16 17:59:17|2021-07-14 12:00:00|4660887|CLOSE|2021-06-07 08:49:00|2021-06-07 18:00:00|2021-06-07 09:04:00|2021-06-08 19:03:00|False
26186|A19-S120|ActivacionLTE850||/Vuelco RBS A19-S120 |OA|Nokia|OA|OA Completado|2021-07-26 09:47:37|2021-07-17 09:22:55|2021-07-17 18:16:51|2021-07-20 14:22:57|2021-07-26 09:47:37|5134889|CLOSE|2021-07-07 12:15:00|2021-07-07 15:00:00|2021-07-07 12:37:00|2021-07-07 16:08:00|False
26190|A19-S051|ActivacionLTE850||/Activaciones LTE850 LITORAL A19-S051 |OA|Nokia|OA|OA Completado|2021-07-26 15:36:44|2021-07-17 11:39:34|2021-07-17 11:40:28|2021-07-20 12:19:17|2021-07-26 15:36:44|5250487|CLOSE|2021-07-17 07:00:00|2021-07-17 20:00:00|2021-07-17 07:06:00|2021-07-23 18:07:00|False
26208|A11-S432|ActivacionLTE850||/Udpdate de SW A11-S432 |OA|Huawei|OA|OA Completado|2021-07-26 08:46:32|2021-07-19 17:17:37|2021-07-19 17:18:15|2021-07-19 17:18:37|2021-07-26 08:46:32|5236505|CLOSE|2021-07-15 17:15:00|2021-07-15 18:15:00|2021-07-15 17:08:00|2021-07-15 17:37:00|False
26277|A21-S201|ActivacionLTE850||/intervencion Batería de Li - Et 3 A21-S201 |OA|Huawei|OA|OA Completado|2021-07-30 12:52:05|2021-07-22 12:36:01|2021-07-22 12:43:07|2021-07-22 12:45:58|2021-07-30 12:52:05|5485626|CLOSE|2021-08-05 08:00:00|2021-08-13 18:00:00|2021-08-05 08:29:00|2021-08-05 18:59:00|False
26295|A21-S190|ActivacionLTE850||/intervencion Adec.RFM PO2021 Cap Restringida A21-S190 |OA|Huawei|OA|OA Completado|2021-07-31 19:30:46|2021-07-22 17:15:30|2021-07-22 17:18:32|2021-07-23 10:17:10|2021-07-31 19:30:46|5485608|CLOSE|2021-08-05 08:00:00|2021-08-13 18:00:00|2021-08-05 08:29:00|2021-08-05 18:59:00|False
26315|A11-S154|ActivacionLTE850||/Intervencion baterias de litio A11-S154 Santiago Lugones |OA|Huawei|OA|OA Completado|2021-07-26 16:41:32|2021-07-17 14:31:53|2021-07-17 14:32:22|2021-07-19 09:37:32|2021-07-26 16:41:32|5311665|CLOSE|2021-07-22 08:00:00|2021-07-30 18:00:00|2021-07-22 10:37:00|2021-07-22 12:37:00|False
26316|A11-S152|ActivacionLTE850||/Instalacion baterias litio A11-S152 Santiago Abasto |OA|Huawei|OA|OA Completado|2021-07-30 16:08:44|2021-07-23 20:43:53|2021-07-23 20:45:03|2021-07-23 20:45:38|2021-07-30 16:08:44|5243464|CLOSE|2021-07-16 09:15:00|2021-07-16 18:00:00|2021-07-16 12:37:00|2021-07-16 19:07:00|False
26357|A21-S092|ActivacionLTE850||/INtervencion Refarming Guemes Parque Industrial A21-S092 |OA|Huawei|OA|OA Completado|2021-07-30 13:25:47|2021-07-24 10:54:33|2021-07-24 10:55:11|2021-07-27 14:20:33|2021-07-30 13:25:47|5472818|CLOSE|2021-08-04 08:00:00|2021-08-06 18:00:00|2021-08-04 08:07:00|2021-08-04 19:06:00|False
26363|A12-S017|ActivacionLTE850||/Intervencion A12-S017 Sol de Julio Adec. Refarming |OA|Huawei|OA|OA Completado|2021-11-02 13:36:39|2021-09-14 10:49:17|2021-09-14 10:51:45|2021-09-14 10:53:56|2021-11-02 13:36:39|5808025|CLOSE|2021-09-02 08:00:00|2021-09-10 18:00:00|2021-09-02 08:12:00|2021-09-06 13:43:00|False
26367|A10-S032|ActivacionLTE850||/Intervencion A10-S032  Colonia Nueva Coneta Refar |OA|Huawei|OA|OA Completado|2021-11-02 11:28:57|2021-09-22 15:53:35|2021-09-22 15:54:07|2021-09-24 10:00:52|2021-11-02 11:28:57|5972589|CLOSE|2021-09-15 08:00:00|2021-09-17 18:00:00|2021-09-15 08:12:00|2021-09-15 18:15:00|False
26387|A12-S035|ActivacionLTE850||/Intervencion Añatuya Central A12-S035 Desmonte 2.6 |OA|Huawei|OA|OA Completado|2021-07-19 14:25:41|2021-07-13 12:38:46|2021-07-13 12:45:33|2021-07-13 14:07:15|2021-07-19 14:25:41|5396611|CLOSE|2021-07-28 10:30:00|2021-07-30 17:00:00|2021-07-28 10:37:00|2021-07-28 14:37:00|False
27005|A11-S497|ActivacionLTE850||/intervencion Batería de Li - Et 3 A11-S497 Los Tigres (Teco) |OA|Huawei|OA|OA Completado|2021-09-02 13:48:00|2021-08-24 16:28:32|2021-08-24 16:30:17|2021-08-25 09:55:38|2021-09-02 13:48:00|5554381|CLOSE|2021-08-11 08:00:00|2021-08-13 18:00:00|2021-08-11 08:02:00|2021-08-11 14:31:00|False
27057|A21-S532|ActivacionLTE850||/Intervencion A21-S532 Tilcalra Central Teco 4T4R - fase 2 |OA|Huawei|OA|Finalizado|2021-09-30 00:00:00|2021-09-23 17:43:22|2021-09-23 17:53:39|2021-09-27 15:04:22|2021-09-30 00:00:00|6305393|COMP|2021-10-08 08:00:00|2021-10-31 20:00:00|2021-10-08 08:27:00|2021-11-11 13:04:00|False
27059|A21-S050|ActivacionLTE850||/Instalacion  Adec.RFM PO2021  El Aguilar A21-S050 |OA|Huawei|OA|Finalizado|2021-09-30 00:00:00|2021-09-24 16:30:08|2021-09-24 16:30:34|2021-09-27 11:20:56|2021-09-30 00:00:00|5956159|CLOSE|2021-09-14 08:00:00|2021-09-17 18:00:00|2021-09-14 08:13:00|2021-09-14 17:18:00|False
